index,name,score,mean,variance,unique_values
0,D_psd_Fp,0.16309805736010502,4.2116299825168463e-16,1.0,1046
1,D_psd_LF,0.10740183865811027,-1.2838678495091677e-15,1.0,1046
2,D_psd_MF,0.09867771220835066,-1.9495771048102176e-15,0.9999999999999998,1046
3,D_psd_RF,0.1237345198271997,4.39503967530387e-15,1.0000000000000002,1046
4,D_psd_LT,0.14097697560835518,2.309603538799561e-16,1.0,1046
5,D_psd_RT,0.17495265910107138,2.7443524402206547e-15,1.0,1046
6,D_psd_LC,0.10397331244337944,-2.920969181422974e-16,1.0,1046
7,D_psd_MC,0.08605728065900646,-2.037885475411377e-16,1.0,1046
8,D_psd_RC,0.11954073051654927,-1.0053568345362794e-15,1.0000000000000002,1046
9,D_psd_LP,0.06554031826336118,-6.147621184157654e-16,1.0,1046
10,D_psd_MP,0.07956452733101373,-4.075770950822754e-16,0.9999999999999998,1046
11,D_psd_RP,0.11606136257280923,1.1412158662303712e-15,1.0,1046
12,D_psd_LO,0.08583068781765926,2.6730264485812564e-15,1.0,1046
13,D_psd_MO,0.18634710302442117,-2.5269779895101078e-15,1.0,1046
14,D_psd_RO,0.07672745949189115,-1.2159383336621218e-15,1.0,1046
15,T_psd_Fp,0.3544097899965343,-2.6390616906577333e-15,1.0,1046
16,T_psd_LF,0.37970181531597874,1.575964767651465e-15,1.0,1046
17,T_psd_MF,0.3663436570877706,3.369303986013477e-15,1.0,1046
18,T_psd_RF,0.47811055912464107,3.2606167606582037e-16,1.0,1046
19,T_psd_LT,0.15340842702191718,-1.49444934863501e-16,1.0,1046
20,T_psd_RT,0.25845422265136664,3.369303986013477e-15,0.9999999999999998,1046
21,T_psd_LC,0.34501455058597585,-4.673550690276759e-15,1.0,1046
22,T_psd_MC,0.2864956643550818,-2.4454625704936526e-16,1.0,1046
23,T_psd_RC,0.276781736928278,-2.377533054646607e-15,1.0,1046
24,T_psd_LP,0.4134900252550303,-2.7171806338818362e-17,1.0000000000000002,1046
25,T_psd_MP,0.4752155204097483,-3.1926872448111577e-15,1.0,1046
26,T_psd_RP,0.39828484703455386,-1.6574801866679202e-15,0.9999999999999996,1046
27,T_psd_LO,0.47431704681319786,1.0053568345362794e-15,0.9999999999999998,1046
28,T_psd_MO,0.46759493166673566,-3.0160705036088383e-15,1.0000000000000002,1046
29,T_psd_RO,0.3128757334829685,8.423259965033693e-16,1.0,1046
30,A_psd_Fp,0.4263430819038576,-2.309603538799561e-15,1.0,1046
31,A_psd_LF,0.42428170907613255,3.3421321796746585e-15,1.0,1046
32,A_psd_MF,0.3647603796361664,-4.211629982516846e-15,1.0000000000000002,1046
33,A_psd_RF,0.48188628931842514,2.1194008944278324e-15,1.0,1046
34,A_psd_LT,0.2975685165220353,2.622079311695972e-15,1.0,1046
35,A_psd_RT,0.278096911437526,3.967083725467481e-15,0.9999999999999998,1046
36,A_psd_LC,0.38293161217223415,-3.967083725467481e-15,1.0,1046
37,A_psd_MC,0.2970644126741005,-3.1247577289641116e-15,1.0000000000000002,1046
38,A_psd_RC,0.31261312447820355,-1.6846519930067385e-15,1.0,1046
39,A_psd_LP,0.43245165191850377,1.3042467042632815e-15,1.0,1046
40,A_psd_MP,0.4416141720979766,1.1683876725691897e-15,1.0,1046
41,A_psd_RP,0.4008010581380049,1.847682831039649e-15,1.0,1046
42,A_psd_LO,0.47962347741446654,3.2334449543193852e-15,1.0000000000000002,1046
43,A_psd_MO,0.48870257954921437,-4.890925140987305e-16,1.0,1046
44,A_psd_RO,0.3943036352047711,4.293145401533301e-15,1.0,1046
45,B_psd_Fp,0.13629582453273795,-1.2499030915856446e-15,1.0,1046
46,B_psd_LF,0.22180507555329726,3.1247577289641116e-15,1.0,1046
47,B_psd_MF,0.2139354240868866,2.2416740229525147e-15,1.0,1046
48,B_psd_RF,0.6524076126964797,-2.2824317324607423e-15,0.9999999999999998,1046
49,B_psd_LT,0.20081636141295833,-2.934555084592383e-15,1.0,1046
50,B_psd_RT,0.29257719974651625,-3.98066962863689e-15,1.0000000000000002,1046
51,B_psd_LC,0.23828644794757947,-1.0053568345362794e-15,1.0000000000000002,1046
52,B_psd_MC,0.2128108313525886,5.909867878692994e-15,1.0,1046
53,B_psd_RC,0.3042398372573382,2.2009163134442876e-15,1.0,1046
54,B_psd_LP,0.32989783163728803,2.4318766673242436e-15,1.0000000000000002,1046
55,B_psd_MP,0.36266085038727836,-3.831224693773389e-15,1.0000000000000002,1046
56,B_psd_RP,0.3374992721832659,-3.301374470166431e-15,1.0000000000000002,1046
57,B_psd_LO,0.36574148717147087,-2.4998061831712893e-15,1.0000000000000002,1046
58,B_psd_MO,0.3826705554294827,-1.5216211549738284e-15,1.0,1046
59,B_psd_RO,0.25004040252650445,-6.249515457928223e-16,1.0000000000000002,1046
60,G_psd_Fp,0.12845996291536108,-5.56342734787306e-15,1.0,1046
61,G_psd_LF,0.2222626476021313,7.526590355852686e-15,1.0,1046
62,G_psd_MF,0.5402818548056515,-5.869110169184766e-15,1.0000000000000002,1046
63,G_psd_RF,0.8434284463361943,-1.3042467042632815e-15,0.9999999999999998,1046
64,G_psd_LT,0.405871116999143,3.5323348240463873e-15,1.0,1046
65,G_psd_RT,0.627875690830748,6.4668899086387705e-15,1.0,1046
66,G_psd_LC,0.31001388419339954,1.7389956056843752e-15,1.0,1046
67,G_psd_MC,0.29709451606692605,-1.2499030915856446e-15,1.0,1046
68,G_psd_RC,0.7309591627531011,5.4343612677636724e-17,1.0,1046
69,G_psd_LP,0.2501607573968204,1.9020264437172855e-15,0.9999999999999998,1046
70,G_psd_MP,0.2295796435345149,4.347489014210938e-16,1.0,1046
71,G_psd_RP,0.22161172464633283,7.47224674317505e-15,0.9999999999999996,1046
72,G_psd_LO,0.08988792611655971,-8.287400933339601e-15,1.0000000000000002,1046
73,G_psd_MO,0.20096493299493368,7.064669648092775e-16,1.0000000000000002,1046
74,G_psd_RO,0.07008775587582175,-5.420775364594263e-15,1.0000000000000002,1046
75,T_D_psd_Fp,0.19543981254000278,0.0,1.0,1046
76,A_D_psd_Fp,0.33478252861732877,5.4343612677636724e-17,1.0,1046
77,A_T_psd_Fp,0.5342720184710816,-4.890925140987305e-16,1.0,1046
78,A_DT_psd_Fp,0.32190360916986344,1.0868722535527345e-16,1.0,1046
79,B_D_psd_Fp,0.2184747154748777,-1.3585903169409181e-17,1.0000000000000004,1046
80,B_T_psd_Fp,0.2526549632462751,-1.2227312852468263e-16,0.9999999999999998,1046
81,B_A_psd_Fp,0.3474623617595608,-2.173744507105469e-16,1.0,1046
82,B_DT_psd_Fp,0.260129413881714,3.9399119191286626e-16,1.0,1046
83,B_TA_psd_Fp,0.2944435281291236,2.7171806338818363e-16,1.0,1046
84,G_D_psd_Fp,0.1806273126287067,-2.98889869727002e-16,1.0,1046
85,G_T_psd_Fp,0.3242300741114692,-3.3964757923522954e-17,1.0,1046
86,G_A_psd_Fp,0.369432140755601,-9.510132218586428e-17,1.0,1046
87,G_B_psd_Fp,0.07669547386669862,-8.151541901645509e-17,1.0,1046
88,G_DT_psd_Fp,0.22744054653253812,4.2116299825168463e-16,0.9999999999999998,1046
89,G_TA_psd_Fp,0.3408877306940749,-3.2606167606582037e-16,1.0,1046
90,G_AB_psd_Fp,0.3606222898378627,-1.49444934863501e-16,1.0,1046
91,T_D_psd_LF,0.12295788023170633,-2.7171806338818362e-17,1.0,1046
92,A_D_psd_LF,0.2137747047007551,-8.151541901645509e-17,1.0000000000000002,1046
