num_features,explained_variances_reduced,explained_variances_all,fmi,silh_15,silh_reduced,silh_all
51,0.9412290285569869,0.4648013951444621,0.7273869979079639,0.3100321662196013,0.28006710908150956,0.1328183866494573
102,0.878807278859812,0.5492629388458051,0.7452798224676491,0.31570866061380864,0.26727985504100055,0.13664407652399707
153,0.8381712954942329,0.6022823715367248,0.7517343838761729,0.30630207972469453,0.24930142526087326,0.14202612731648115
204,0.8152283040416753,0.6219731022638014,0.8036479192015337,0.27275164405302577,0.2124657759132974,0.13085685752486395
255,0.7978465321554451,0.6331535842407419,0.7547061744907753,0.2672192086215701,0.2028396240522137,0.13121802750583597
306,0.7888383668991037,0.6450082819041585,0.8494265981733151,0.2614745736188687,0.19808384257307432,0.13806594416006754
357,0.773886777393779,0.6531115047585085,0.6939402573633033,0.2552466089412132,0.19016144991688325,0.13808992152950106
408,0.7650235172663952,0.6668197780006496,0.7713183762391719,0.25338956453744066,0.1864863312858437,0.13838687051567156
459,0.7517597617397052,0.6770107785396288,0.7782299041668139,0.24644145463068282,0.1785064792311313,0.13802871406732242
510,0.736591122637441,0.6811328341587376,0.8926480492050595,0.23941367107731654,0.16942150857288824,0.13740292077004768
561,0.7276440688788427,0.6927880604547614,0.8588307884088562,0.23421951559160387,0.16439257023279008,0.13773651578706209
612,0.720686132398892,0.6976496748717869,0.8634631602786709,0.22744430763675516,0.15842284497837217,0.13796254165341815
663,0.714774931140847,0.7035676047377294,0.6852104022807177,0.21669359733451227,0.15090170460822735,0.13723884215345744
714,0.7114371420968522,0.7087764114878804,0.7326552730791641,0.21014871027492052,0.14543205863278313,0.13864696914060237
