,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 22.7)","(23.5, 229.9)","(230.7, 316.3)","(317.1, 506.7)","(507.5, 619.5)","(620.3, 711.5)","(713.1, 770.7)","(771.5, 877.9)","(878.7, 938.7)"
"Time length, sec",12.799999999999999,206.4,85.60000000000002,189.59999999999997,112.0,91.20000000000005,57.60000000000002,106.39999999999998,60.0
Number of epochs,14,232,94,214,127,108,67,121,69
