,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 237.5)","(238.5, 296.5)","(297.5, 501.5)","(502.5, 770.5)","(771.5, 919.5)","(920.5, 1059.5)","(1060.5, 1166.5)","(1167.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",53.0,175.0,58.0,204.0,268.0,148.0,139.0,106.0,72.0,64.0
Number of epochs,52,158,52,182,240,138,127,97,72,62
