,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(7.5, 84.5)","(85.5, 208.5)","(209.5, 601.5)","(602.5, 648.5)","(649.5, 726.5)","(728.5, 967.5)","(968.5, 1174.5)","(1175.5, 1285.5)","(1286.5, 1542.5)"
"Time length, sec",77.0,123.0,392.0,46.0,77.0,239.0,206.0,110.0,256.0
Number of epochs,76,117,373,47,77,223,202,107,243
