,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 593.5)","(596.5, 926.5)","(928.5, 996.5)","(997.5, 1333.5)","(1334.5, 1741.5)","(1742.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",401.0,181.0,330.0,68.0,336.0,407.0,378.0,224.0
Number of epochs,348,159,275,61,282,356,331,205
