,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 170.5)","(171.5, 486.5)","(487.5, 698.5)","(699.5, 1101.5)","(1102.5, 1512.5)","(1513.5, 1592.5)","(1593.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",160.0,315.0,211.0,402.0,410.0,79.0,517.0,234.0
Number of epochs,142,274,175,343,350,71,448,214
