,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 188.3)","(189.1, 259.5)","(260.3, 311.5)","(312.3, 508.3)","(509.1, 620.3)","(621.1, 717.1)","(719.5, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",178.4,70.4,51.19999999999999,196.0,111.19999999999993,96.0,50.39999999999998,106.39999999999998,60.80000000000007
Number of epochs,198,79,58,221,126,113,60,121,70
