,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(7.5, 84.5)","(85.5, 218.5)","(219.5, 726.5)","(728.5, 968.5)","(969.5, 1274.5)","(1275.5, 1317.5)","(1318.5, 1372.5)","(1378.5, 1433.5)","(1434.5, 1542.5)"
"Time length, sec",77.0,133.0,507.0,240.0,305.0,42.0,54.0,55.0,108.0
Number of epochs,76,127,487,224,297,42,54,55,103
