,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 625.5)","(626.5, 732.5)","(733.5, 1125.5)","(1126.5, 1214.5)","(1215.5, 1502.5)","(1503.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",427.0,187.0,106.0,392.0,88.0,287.0,541.0,300.0
Number of epochs,372,160,88,337,77,241,471,271
