,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 73.5)","(75.5, 237.5)","(238.5, 430.5)","(431.5, 697.5)","(698.5, 770.5)","(771.5, 919.5)","(920.5, 1059.5)","(1060.5, 1166.5)","(1167.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",65.0,162.0,192.0,266.0,72.0,148.0,139.0,106.0,72.0,64.0
Number of epochs,62,148,171,237,66,138,127,97,72,62
