,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 125.5)","(126.5, 184.5)","(186.5, 305.5)","(306.5, 388.5)","(389.5, 614.5)","(615.5, 772.5)","(773.5, 885.5)","(886.5, 955.5)","(957.5, 1214.5)","(1215.5, 1304.5)"
"Time length, sec",117.0,58.0,119.0,82.0,225.0,157.0,112.0,69.0,257.0,89.0
Number of epochs,112,52,107,77,194,144,103,68,237,86
