Feature,IV,IVs
channel-0 landscape dim-1 max,0.5526974616460858,"[0.7350063168654114, 0.24429672427403865, 0.9775136389997034, 0.1168925028084016, 0.6356938051978624, 0.7327777295074693, 0.33822342065615607, 0.6411755548596435]"
channel-0 landscape dim-1 mean,0.7411866208221602,"[0.7175943452206377, 0.2977921370636012, 1.57931940105551, 0.12133798300238909, 0.7564299262148263, 1.0020450381458548, 0.44074776666669874, 1.0142263692077647]"
channel-0 landscape dim-1 std,0.6432429759326688,"[0.7302874263380346, 0.2753706234263832, 1.2704489419243914, 0.12402059835406797, 0.7297286206313089, 0.7942268000767219, 0.444480651511764, 0.7773801451986783]"
channel-0 landscape dim-1 sum,0.7411866208221602,"[0.7175943452206377, 0.2977921370636012, 1.57931940105551, 0.12133798300238909, 0.7564299262148263, 1.0020450381458548, 0.44074776666669874, 1.0142263692077647]"
channel-0 landscape dim-1 norm-1,0.7411866208221602,"[0.7175943452206377, 0.2977921370636012, 1.57931940105551, 0.12133798300238909, 0.7564299262148263, 1.0020450381458548, 0.44074776666669874, 1.0142263692077647]"
channel-0 landscape dim-1 norm-2,0.6468099923824497,"[0.714257513786932, 0.2780137874673058, 1.2810596866259196, 0.11688977654286271, 0.7343035250709953, 0.8269933745140791, 0.444480651511764, 0.7784816235397395]"
channel-0 landscape dim-2 max,0.7719642135091931,"[0.28198157018046044, 0.11474949819662203, 1.7549834881022526, 0.09595638533621814, 0.9468101345311102, 1.2308709543947856, 0.6146150132102012, 1.135746664121894]"
channel-0 landscape dim-2 mean,0.8624403229432422,"[0.4479128975011276, 0.10007667780009233, 2.0357800272492623, 0.06380976565862753, 1.0119088078998622, 1.4161501492475728, 0.5549405082701842, 1.2689437499192093]"
channel-0 landscape dim-2 std,0.7922296302398854,"[0.25758527880044313, 0.10368888087525731, 1.9163640378119609, 0.08879537188848324, 0.981212913301069, 1.2065592370074523, 0.5764029068961102, 1.207228415338307]"
channel-0 landscape dim-2 sum,0.8624403229432422,"[0.4479128975011276, 0.10007667780009233, 2.0357800272492623, 0.06380976565862753, 1.0119088078998622, 1.4161501492475728, 0.5549405082701842, 1.2689437499192093]"
channel-0 landscape dim-2 norm-1,0.8624403229432422,"[0.4479128975011276, 0.10007667780009233, 2.0357800272492623, 0.06380976565862753, 1.0119088078998622, 1.4161501492475728, 0.5549405082701842, 1.2689437499192093]"
channel-0 landscape dim-2 norm-2,0.7965227606971617,"[0.27823665790382085, 0.10766135776136986, 1.9209446514730697, 0.08879537188848324, 0.9851770828844161, 1.2065592370074523, 0.5764029068961102, 1.208404819762571]"
channel-0 silhouette-1 dim-1 max,0.38712321548436845,"[0.9357550816340352, 0.14080642123370646, 0.5425822385859309, 0.13854371635698026, 0.32753853113168085, 0.45657885996171266, 0.23148873210893098, 0.32369214286197023]"
channel-0 silhouette-1 dim-1 mean,0.5125774455202097,"[0.8664164340182621, 0.20993941926106863, 0.8766147160218813, 0.16712703907797272, 0.4921345692618607, 0.6565596540107115, 0.3405703279039087, 0.49125740460601225]"
channel-0 silhouette-1 dim-1 std,0.4347114136868967,"[0.9034143882682693, 0.16890823886990056, 0.6662658633559603, 0.09267626162338627, 0.3664833517888868, 0.663203699878908, 0.2846086094661611, 0.3321308962437014]"
channel-0 silhouette-1 dim-1 sum,0.5125774455202097,"[0.8664164340182621, 0.20993941926106863, 0.8766147160218813, 0.16712703907797272, 0.4921345692618607, 0.6565596540107115, 0.3405703279039087, 0.49125740460601225]"
channel-0 silhouette-1 dim-1 norm-1,0.5125774455202097,"[0.8664164340182621, 0.20993941926106863, 0.8766147160218813, 0.16712703907797272, 0.4921345692618607, 0.6565596540107115, 0.3405703279039087, 0.49125740460601225]"
channel-0 silhouette-1 dim-1 norm-2,0.43829785320708964,"[0.9083776975276567, 0.17266798539904046, 0.6680817197815702, 0.09831054066242573, 0.3705034682402605, 0.669456005697007, 0.2846086094661611, 0.3343767988825953]"
channel-0 silhouette-1 dim-2 max,0.5568376830906288,"[0.3914511174199489, 0.09616008061044248, 1.0072455454714604, 0.11556481719923689, 0.7190761270455033, 0.7298337729996807, 0.45250870319869385, 0.942861300780063]"
channel-0 silhouette-1 dim-2 mean,0.6573441625017934,"[0.3050494244874926, 0.11002871674946194, 1.4489112950989327, 0.12765003454199192, 0.77880807849264, 0.9771657640299634, 0.4623816179111471, 1.0487583687027175]"
channel-0 silhouette-1 dim-2 std,0.5736284132181811,"[0.3350643673132423, 0.09876783109367361, 1.1073818506420825, 0.11153598668624656, 0.73488448685623, 0.769003463011003, 0.4793675033233973, 0.9530218168195734]"
channel-0 silhouette-1 dim-2 sum,0.6573441625017934,"[0.3050494244874926, 0.11002871674946194, 1.4489112950989327, 0.12765003454199192, 0.77880807849264, 0.9771657640299634, 0.4623816179111471, 1.0487583687027175]"
channel-0 silhouette-1 dim-2 norm-1,0.6573441625017934,"[0.3050494244874926, 0.11002871674946194, 1.4489112950989327, 0.12765003454199192, 0.77880807849264, 0.9771657640299634, 0.4623816179111471, 1.0487583687027175]"
channel-0 silhouette-1 dim-2 norm-2,0.5756602554071535,"[0.3350643673132423, 0.09876767212598384, 1.1296269228667488, 0.10189551863697865, 0.7337440927229751, 0.769003463011003, 0.4793675033233973, 0.9578125032568985]"
channel-0 silhouette-2 dim-1 max,0.3043176398013868,"[0.9802782079136397, 0.12743012592821246, 0.3891433971991063, 0.09388488297149328, 0.2600631850229783, 0.2230067226064623, 0.1340734601176437, 0.22666113665155865]"
channel-0 silhouette-2 dim-1 mean,0.4245066346808374,"[0.9298012796884163, 0.19202573108364956, 0.6339153144459997, 0.1811910180578159, 0.338474682149508, 0.5281707987130402, 0.2464018728080329, 0.3460723805002368]"
channel-0 silhouette-2 dim-1 std,0.37233293626313924,"[1.0229939963735992, 0.166196929612941, 0.4866235252063224, 0.12468119446761183, 0.30588265540279636, 0.37453481847473485, 0.2672739382342711, 0.2304764323328368]"
channel-0 silhouette-2 dim-1 sum,0.4245066346808374,"[0.9298012796884163, 0.19202573108364956, 0.6339153144459997, 0.1811910180578159, 0.338474682149508, 0.5281707987130402, 0.2464018728080329, 0.3460723805002368]"
channel-0 silhouette-2 dim-1 norm-1,0.4245066346808374,"[0.9298012796884163, 0.19202573108364956, 0.6339153144459997, 0.1811910180578159, 0.338474682149508, 0.5281707987130402, 0.2464018728080329, 0.3460723805002368]"
