,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 46.7)","(47.5, 249.1)","(249.9, 455.5)","(456.3, 509.9)","(510.7, 620.3)","(621.1, 701.9)","(702.7, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",36.800000000000004,201.6,205.6,53.599999999999966,109.59999999999997,80.79999999999995,68.79999999999995,104.80000000000007,60.80000000000007
Number of epochs,42,223,227,66,124,95,80,119,70
