,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 281.1)","(281.9, 508.3)","(509.1, 620.3)","(621.1, 711.5)","(713.1, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,81.60000000000002,226.40000000000003,111.19999999999993,90.39999999999998,56.799999999999955,106.39999999999998,60.80000000000007
Number of epochs,124,86,91,255,126,107,66,121,70
