,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 675.5)","(676.5, 750.5)","(751.5, 996.5)","(997.5, 1315.5)","(1316.5, 1720.5)","(1721.5, 2136.5)","(2138.5, 2345.5)"
"Time length, sec",224.0,440.0,74.0,245.0,318.0,404.0,415.0,207.0
Number of epochs,199,374,62,208,266,355,362,191
