,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 106.5)","(107.5, 241.5)","(242.5, 765.5)","(766.5, 949.5)","(950.5, 1010.5)","(1011.5, 1059.5)","(1060.5, 1112.5)","(1113.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",98.0,134.0,523.0,183.0,60.0,48.0,52.0,43.0,77.0,65.0
Number of epochs,93,121,465,172,55,43,50,41,77,63
