Feature,IV,IVs
channel-0 landscape dim-1 max,1.3913048222414353,"[1.4299633380530594, 2.938239659424991, 1.453033878407886, 0.9746675940033122, 1.9047196693272803, 0.4083336919340005, 1.3471516920062108, 0.6371485084850026, 1.4284853685311756]"
channel-0 landscape dim-1 mean,1.6653640057571564,"[1.7784089445956277, 2.9816895366514435, 1.442492012578972, 1.2061741806474782, 2.609732487199984, 0.5867697122352162, 1.7507321438514156, 0.9279594424169102, 1.7043175916373592]"
channel-0 landscape dim-1 std,1.616186255026264,"[1.736269563635285, 2.9958539011862317, 1.5303560114620336, 1.1155539316623266, 2.366808650485617, 0.5993821560816077, 1.7367040812522587, 0.8223799769737978, 1.6423680224972168]"
channel-0 landscape dim-1 sum,1.6653640057571564,"[1.7784089445956277, 2.9816895366514435, 1.442492012578972, 1.2061741806474782, 2.609732487199984, 0.5867697122352162, 1.7507321438514156, 0.9279594424169102, 1.7043175916373592]"
channel-0 landscape dim-1 norm-1,1.6653640057571564,"[1.7784089445956277, 2.9816895366514435, 1.442492012578972, 1.2061741806474782, 2.609732487199984, 0.5867697122352162, 1.7507321438514156, 0.9279594424169102, 1.7043175916373592]"
channel-0 landscape dim-1 norm-2,1.624208681453213,"[1.703337867208013, 3.012275768054734, 1.5339631560888054, 1.111875510561985, 2.377099373441524, 0.6093198465683184, 1.7465586196076317, 0.8689130746509037, 1.6545349168970027]"
channel-0 landscape dim-2 max,1.1367352936240387,"[1.0338759876269028, 1.9584111473571877, 1.2340716602951547, 0.6088495074106988, 2.58538631488498, 0.301250312898685, 1.3036883678275706, 0.2550734397913445, 0.9500109045238243]"
channel-0 landscape dim-2 mean,1.3577000430656672,"[1.2628278784764757, 2.3075654433979986, 1.3754867871102174, 0.8808472621026457, 2.951367047474738, 0.32432457807228465, 1.7000927310137803, 0.30930556756160027, 1.1074830923812664]"
channel-0 landscape dim-2 std,1.3055851724554786,"[1.1208628216623318, 2.194023204980362, 1.3711668198409432, 0.8440083868464361, 2.7836828412801693, 0.3748912522472494, 1.6497962087873757, 0.2938519332689147, 1.117983083185525]"
channel-0 landscape dim-2 sum,1.3577000430656672,"[1.2628278784764757, 2.3075654433979986, 1.3754867871102174, 0.8808472621026457, 2.951367047474738, 0.32432457807228465, 1.7000927310137803, 0.30930556756160027, 1.1074830923812664]"
channel-0 landscape dim-2 norm-1,1.3577000430656672,"[1.2628278784764757, 2.3075654433979986, 1.3754867871102174, 0.8808472621026457, 2.951367047474738, 0.32432457807228465, 1.7000927310137803, 0.30930556756160027, 1.1074830923812664]"
channel-0 landscape dim-2 norm-2,1.3084364042996142,"[1.1208628216623318, 2.175435811535273, 1.3711668198409432, 0.8417776879055447, 2.833138352198054, 0.35735585230233624, 1.6538436865715505, 0.2921186901807975, 1.1302279164996967]"
channel-0 silhouette-1 dim-1 max,1.0850395492326759,"[1.1724762999791325, 2.0614735625391796, 1.1194654698936322, 0.811783978034049, 1.7774728138775293, 0.26127035750004257, 1.3030903491806185, 0.3574826314914428, 0.9008404805984568]"
