Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
amplitude-silhouette-2-2,1608.2356687898089,1.3953927211566106,0.291435957530905,0.3064546447684434,0.11735849921946753,2401.0382165605097,2866.796178343949,-465.7579617834395
silhouette-2,1566.4430379746836,1.5866468182799802,0.333131068115768,0.32172392214756856,0.12424987015143635,2087.57805907173,2841.3227848101264,-753.7447257383966
amplitude-silhouette-2-1,1608.2356687898089,1.4039852230681469,0.29330920010604866,0.3359925120799017,0.13068960815988281,2382.235668789809,2849.764331210191,-467.52866242038215
silhouette-1,1566.4430379746836,1.5733093142699839,0.3302233724742774,0.34720022953744173,0.1357479050512735,2127.5042194092825,2804.721518987342,-677.217299578059
amplitude-silhouette-1-2,1608.2356687898089,1.7584779912724966,0.3705918068273062,0.350627158265765,0.13729455565155546,1839.28025477707,2771.917197452229,-932.6369426751593
amplitude-silhouette-1-1,1608.2356687898089,1.7307479423573464,0.3645464071551882,0.3855348231771788,0.15304917594565667,1895.1019108280254,2727.503184713376,-832.4012738853503
amplitude-bottleneck,1650.1019108280254,0.9605706855390156,0.19664084917766522,0.4084840398999877,0.16340667755547283,3167.6751592356686,2523.0573248407645,644.6178343949044
amplitude-landscape-2-1,1608.216560509554,1.1771265753693159,0.24385197777614623,0.4304492494774578,0.1733200744398415,2768.828025477707,2540.063694267516,228.76433121019107
landscape,1566.3649789029537,1.302664432173231,0.27122035785664994,0.4374115098835531,0.17646230034825,2527.227848101266,2504.84388185654,22.383966244725737
amplitude-landscape-2-2,1608.2292993630574,1.1881669208954595,0.2462588722402722,0.4461477105433741,0.1804051456963372,2746.9299363057326,2511.356687898089,235.57324840764332
amplitude-landscape-1-1,1608.2038216560509,1.411178900271261,0.2948774863336748,0.45755283331998364,0.1855525360820613,2357.248407643312,2496.7388535031846,-139.4904458598726
amplitude-landscape-1-2,1608.2229299363057,1.4199181210901073,0.2967827149481096,0.482110751781428,0.19663608124486157,2355.0509554140126,2431.9490445859874,-76.89808917197452
entropy,1645.7721518987341,1.2072155203810586,0.25041163797959387,0.5085560058657482,0.2085714237473406,2770.506329113924,2002.9367088607594,767.5696202531645
life,1649.5974576271187,1.3479586937307049,0.2810949136068483,0.6096790942816466,0.2542105653227596,2521.419491525424,1973.0649717514125,548.3545197740114
amplitude-wasserstein-2,1650.3057324840765,1.4279930286239153,0.29854311730104577,0.6710620336298051,0.2819140769847464,2401.0,1848.7770700636943,552.2229299363057
amplitude-wasserstein-1,1650.2929936305732,1.5825057452622138,0.33222827701213803,0.7510121184071155,0.3179973621699402,2177.5095541401274,1623.6369426751592,553.8726114649681
bd2,1649.6341807909605,1.751567266186689,0.3690852067020892,0.8356505363970058,0.35619659838662976,2014.9322033898304,1550.7514124293784,464.180790960452
