Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
max,1608.0528541226215,1.1995044320946273,0.24873055148958786,0.4444524274239274,0.17964002600398138,2735.257928118393,2468.279069767442,266.9788583509514
std,1606.8794926004227,1.2366179919981175,0.25682164081864817,0.4012085136359618,0.1601230676657718,2657.1479915433406,2576.048625792812,81.09936575052853
norm-2,1608.1649048625793,1.576760676551941,0.33097580044407826,0.5978864867998643,0.24888829430794562,2196.7758985200844,2137.4016913319238,59.374207188160675
mean,1608.1606765327695,1.649254916263139,0.3467801956805064,0.5941971645953271,0.24722321958517107,2081.866807610994,2160.103594080338,-78.23678646934461
norm-1,1608.1564482029598,1.7246884199819326,0.3632253768644156,0.6171704966942195,0.25759160501074546,1937.7758985200846,2050.3953488372094,-112.61945031712473
sum,1608.1564482029598,1.7246884199819326,0.3632253768644156,0.6171704966942195,0.25759160501074546,1937.8816067653277,2050.4418604651164,-112.56025369978859
