Dimension,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
norm-2,1650.6829836829836,1.3761858403573073,0.28724868504387085,0.4508654308985874,0.18253435981131041,2485.7342657342656,2516.724941724942,-30.990675990675992
norm-1,1650.6713286713286,1.3873820510248656,0.28968955950845365,0.47285788569232856,0.1924600530792462,2457.4522144522143,2464.934731934732,-7.4825174825174825
dim-2,1549.3937728937728,1.5031437052210297,0.31492663963271506,0.4760846813750467,0.19391637910039025,2195.5494505494507,2328.600122100122,-133.05067155067155
dim-1,1649.694139194139,1.4442266594244966,0.30208219458934804,0.4929897414938892,0.20154601585487375,2407.4798534798533,2431.0476190476193,-23.56776556776557
all,1650.982905982906,1.599177213008434,0.3358628066862513,0.7576035548787372,0.3209722268326617,2242.991452991453,1736.042735042735,506.94871794871796
dim-3,1463.404761904762,1.6652466726277628,0.3502665421698006,0.9210693294602237,0.3947480355597128,1799.547619047619,947.3095238095239,852.2380952380952
