,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 534.5)","(535.5, 636.5)","(637.5, 762.5)","(763.5, 1170.5)","(1171.5, 1301.5)","(1302.5, 1502.5)","(1503.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",524.0,101.0,125.0,407.0,130.0,200.0,541.0,300.0
Number of epochs,456,85,105,348,104,177,471,271
