,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 195.5)","(196.3, 453.1)","(454.7, 511.5)","(513.1, 620.3)","(621.1, 698.7)","(699.5, 771.5)","(772.3, 876.3)","(877.1, 938.7)"
"Time length, sec",108.8,76.0,256.8,56.80000000000001,107.19999999999993,77.60000000000002,72.0,104.0,61.60000000000002
Number of epochs,124,82,284,70,122,91,84,118,71
