,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 219.5)","(220.5, 300.5)","(301.5, 461.5)","(462.5, 769.5)","(770.5, 924.5)","(926.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",108.0,102.0,80.0,160.0,307.0,154.0,133.0,96.0,77.0,65.0
Number of epochs,103,92,71,142,275,144,122,91,77,63
