Feature,IV,IVs
channel-0 landscape dim-1 max,1.5238172164381307,"[2.3431214029963288, 0.3353404013727588, 0.7119615252916651, 0.9765675539335421, 1.8987562666321873, 1.884744903300593, 2.5162284615398414]"
channel-0 landscape dim-1 mean,1.8027150543867883,"[2.933784790151181, 0.2886166777891134, 0.7146738950959843, 1.452872425899949, 2.029757034508344, 2.0584896395858374, 3.140810917677109]"
channel-0 landscape dim-1 std,1.7197758500833458,"[2.7638328136870367, 0.23358340596100174, 0.6838829253539229, 1.3026983542772774, 1.992894623626715, 2.0782377967254955, 2.983301030951971]"
channel-0 landscape dim-1 sum,1.8027150543867883,"[2.933784790151181, 0.2886166777891134, 0.7146738950959843, 1.452872425899949, 2.029757034508344, 2.0584896395858374, 3.140810917677109]"
channel-0 landscape dim-1 norm-1,1.8027150543867883,"[2.933784790151181, 0.2886166777891134, 0.7146738950959843, 1.452872425899949, 2.029757034508344, 2.0584896395858374, 3.140810917677109]"
channel-0 landscape dim-1 norm-2,1.7173281862657677,"[2.7654401820435486, 0.2388450441465673, 0.6933303296367999, 1.3026983542772774, 1.992894623626715, 2.0447877391774947, 2.983301030951971]"
channel-0 landscape dim-2 max,0.8025267633328345,"[1.0898392790171771, 0.05490379053494664, 0.5523864339027803, 0.7544252637202348, 0.8081912978469412, 0.7453163659396159, 1.6126249123681453]"
channel-0 landscape dim-2 mean,0.9554781166467092,"[1.4539815599441155, 0.12355962264674897, 0.44705542604925336, 0.8412958524721079, 0.9134773991007585, 0.8509261475867513, 2.058050808727229]"
channel-0 landscape dim-2 std,0.8642792892497632,"[1.2379938111096913, 0.09619688526380851, 0.403895653277057, 0.8245178906635686, 0.9091823093846538, 0.748948365655236, 1.8292201093943268]"
channel-0 landscape dim-2 sum,0.9554781166467092,"[1.4539815599441155, 0.12355962264674897, 0.44705542604925336, 0.8412958524721079, 0.9134773991007585, 0.8509261475867513, 2.058050808727229]"
channel-0 landscape dim-2 norm-1,0.9554781166467092,"[1.4539815599441155, 0.12355962264674897, 0.44705542604925336, 0.8412958524721079, 0.9134773991007585, 0.8509261475867513, 2.058050808727229]"
channel-0 landscape dim-2 norm-2,0.873221918576894,"[1.25188134013263, 0.1214483429741953, 0.403895653277057, 0.8364942814754475, 0.9206653371293656, 0.748948365655236, 1.8292201093943268]"
channel-0 silhouette-1 dim-1 max,1.2441639413935484,"[1.8247948855665044, 0.09873867242828542, 0.6737645606601588, 0.7775171229592216, 1.5252007655756554, 1.7742781816241548, 2.0348534009408574]"
channel-0 silhouette-1 dim-1 mean,1.7179450760882735,"[2.7343488547530943, 0.2501365075484937, 0.7082460755663005, 1.23756852140666, 2.0061396191798666, 2.2188362273354993, 2.8703397268279986]"
channel-0 silhouette-1 dim-1 std,1.4378514317459015,"[2.2541393721907346, 0.11863512376355981, 0.4819341707424992, 0.8931790572241041, 1.866675764547241, 2.0544100453465886, 2.395986488406583]"
channel-0 silhouette-1 dim-1 sum,1.7179450760882735,"[2.7343488547530943, 0.2501365075484937, 0.7082460755663005, 1.23756852140666, 2.0061396191798666, 2.2188362273354993, 2.8703397268279986]"
channel-0 silhouette-1 dim-1 norm-1,1.7179450760882735,"[2.7343488547530943, 0.2501365075484937, 0.7082460755663005, 1.23756852140666, 2.0061396191798666, 2.2188362273354993, 2.8703397268279986]"
channel-0 silhouette-1 dim-1 norm-2,1.453213648198757,"[2.26862114700426, 0.11863512376355981, 0.5151680947515274, 0.9308020264189685, 1.8703556958398437, 2.072926961206557, 2.395986488406583]"
channel-0 silhouette-1 dim-2 max,0.6269456694168056,"[0.8075363307501074, 0.060783519617164876, 0.4230651653665047, 0.6659881665985631, 0.5762167787255548, 0.5926992747411329, 1.2623304501186112]"
channel-0 silhouette-1 dim-2 mean,0.7932587975712087,"[1.0875425693499166, 0.08128235793504612, 0.5768421063951417, 0.7605407593202758, 0.695806582184935, 0.7179227678860405, 1.6328744399271047]"
channel-0 silhouette-1 dim-2 std,0.6685722678112105,"[0.8734122113612349, 0.06952766104749908, 0.46964632628415076, 0.6692282075724052, 0.6468389933336351, 0.6134427332882048, 1.3379097417913433]"
channel-0 silhouette-1 dim-2 sum,0.7932587975712087,"[1.0875425693499166, 0.08128235793504612, 0.5768421063951417, 0.7605407593202758, 0.695806582184935, 0.7179227678860405, 1.6328744399271047]"
channel-0 silhouette-1 dim-2 norm-1,0.7932587975712087,"[1.0875425693499166, 0.08128235793504612, 0.5768421063951417, 0.7605407593202758, 0.695806582184935, 0.7179227678860405, 1.6328744399271047]"
channel-0 silhouette-1 dim-2 norm-2,0.6704904067364892,"[0.8810139347167856, 0.06952766104749908, 0.46964632628415076, 0.6584342531864538, 0.6498480539456075, 0.6075863586987434, 1.3573762592761849]"
channel-0 silhouette-2 dim-1 max,1.164013995674343,"[1.6439130713973205, 0.15408609407024793, 0.5527772299962641, 0.7542161919425937, 1.6356293080676805, 1.620838371368598, 1.7866377028776963]"
channel-0 silhouette-2 dim-1 mean,1.6048715542018126,"[2.4922446132853278, 0.31830771248946754, 0.7570811381381437, 1.0609988986191072, 1.9578644542147539, 2.1096298925385044, 2.5379741701273826]"
channel-0 silhouette-2 dim-1 std,1.361932349182519,"[1.9940650145362917, 0.19212054041550375, 0.5239568089293586, 0.9956687244857731, 1.8062713643389638, 1.873178579720157, 2.1482654118515847]"
channel-0 silhouette-2 dim-1 sum,1.6048715542018126,"[2.4922446132853278, 0.31830771248946754, 0.7570811381381437, 1.0609988986191072, 1.9578644542147539, 2.1096298925385044, 2.5379741701273826]"
channel-0 silhouette-2 dim-1 norm-1,1.6048715542018126,"[2.4922446132853278, 0.31830771248946754, 0.7570811381381437, 1.0609988986191072, 1.9578644542147539, 2.1096298925385044, 2.5379741701273826]"
channel-0 silhouette-2 dim-1 norm-2,1.3763226332326315,"[2.0137378893041302, 0.19212054041550375, 0.5864802415870806, 0.9956687244857731, 1.815618306496396, 1.879277998709032, 2.1513547316305055]"
channel-0 silhouette-2 dim-2 max,0.5556519780403731,"[0.7089820421071977, 0.049391371884689284, 0.2769527463417978, 0.5987175274020186, 0.5284506335551024, 0.5563251472016892, 1.1707443777901174]"
channel-0 silhouette-2 dim-2 mean,0.6673320222051095,"[0.8937928645568634, 0.1125040478669336, 0.38020229029344377, 0.6474294767236256, 0.6126376065808841, 0.6074359954911692, 1.4173218739228464]"
channel-0 silhouette-2 dim-2 std,0.6241736582786092,"[0.776598047897072, 0.05519873552487851, 0.3754886170125753, 0.7127666003302946, 0.5969511473154427, 0.5749103030739083, 1.2773021567960927]"
channel-0 silhouette-2 dim-2 sum,0.6673320222051095,"[0.8937928645568634, 0.1125040478669336, 0.38020229029344377, 0.6474294767236256, 0.6126376065808841, 0.6074359954911692, 1.4173218739228464]"
channel-0 silhouette-2 dim-2 norm-1,0.6673320222051095,"[0.8937928645568634, 0.1125040478669336, 0.38020229029344377, 0.6474294767236256, 0.6126376065808841, 0.6074359954911692, 1.4173218739228464]"
channel-0 silhouette-2 dim-2 norm-2,0.6241736582786092,"[0.776598047897072, 0.05519873552487851, 0.3754886170125753, 0.7127666003302946, 0.5969511473154427, 0.5749103030739083, 1.2773021567960927]"
channel-0 entropy dim-1,0.6270619596504762,"[0.7346473208530332, 0.12711933425925787, 0.7971779247396642, 0.22732228788259007, 0.6267330786123592, 0.3777872295562818, 1.4986465416501473]"
channel-0 entropy dim-2,0.1883008284581216,"[0.04929709134198658, 0.22673009766620505, 0.26869121703190535, 0.20405779977641472, 0.3203309157490285, 0.07970290755975123, 0.16929577008155985]"
channel-0 amplitude-bottleneck dim-1,1.6329029600894103,"[2.54732497397993, 0.21294393199571032, 0.6937298343489906, 1.1654250548476994, 1.9481900078798793, 2.0879218944671156, 2.7747850231065447]"
