Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
max,1928.1458823529413,1.492294439832235,0.4076217711291538,1.1594185205456415,0.35557568631783804,2390.272941176471,2184.025882352941,206.24705882352941
std,1927.1223529411764,1.5609615808537785,0.4282441157231127,1.1777767402486254,0.36165083947259946,2217.3529411764707,2111.3505882352943,106.00235294117647
norm-2,1928.3035294117647,1.5985747168272826,0.4395402180475371,1.2769703660453888,0.3944762701756366,2149.985882352941,1999.1247058823528,150.86117647058825
norm-1,1928.2917647058823,1.6492022089272091,0.4547448351683382,1.1792613829384038,0.36214214156323926,2032.1764705882354,2136.021176470588,-103.84470588235294
sum,1928.2917647058823,1.6492022089272091,0.4547448351683382,1.1792613829384038,0.36214214156323926,2032.1882352941177,2135.995294117647,-103.80705882352942
mean,1928.2941176470588,1.7128955599086535,0.47387343456453584,1.4299377694925555,0.44509666903036144,1841.2564705882353,1758.8,82.45647058823529
