,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 402.5)","(403.5, 501.5)","(502.5, 614.5)","(615.5, 771.5)","(772.5, 955.5)","(957.5, 1046.5)","(1047.5, 1173.5)","(1174.5, 1304.5)"
"Time length, sec",127.0,47.0,216.0,98.0,112.0,156.0,183.0,89.0,126.0,130.0
Number of epochs,122,42,194,86,98,143,172,81,115,127
