,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(21.5, 105.5)","(106.5, 163.5)","(164.5, 343.5)","(344.5, 594.5)","(595.5, 773.5)","(774.5, 997.5)","(998.5, 1061.5)","(1062.5, 1383.5)","(1384.5, 1451.5)"
"Time length, sec",84.0,57.0,179.0,250.0,178.0,223.0,63.0,321.0,67.0
Number of epochs,78,52,171,233,173,209,58,302,67
