,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 168.5)","(169.5, 282.5)","(287.5, 475.5)","(476.5, 656.5)","(657.5, 1350.5)","(1357.5, 1648.5)","(1649.5, 1859.5)","(1860.5, 1907.5)","(1908.5, 2052.5)","(2053.5, 2143.5)"
"Time length, sec",163.0,113.0,188.0,180.0,693.0,291.0,210.0,47.0,144.0,90.0
Number of epochs,155,107,181,165,665,277,204,47,133,86
