,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,40,35,15,3,Median,"[0, 520, 1275, 2017]",533471.8884674454,37.655212567678404,0.006375200822481615,81.58064471476045,6.036200926201686,0.04667085710226615,78.16537208742965,5.1255149935079665,0.6887591086040737,0.4696343404878182,0.6338001864488937
1,0,45,20,4,Median,"[0, 518, 1049, 1795, 2017]",369083.4211173509,33.339922302317994,-0.012650279448035255,57.17376912520479,6.493080130219755,0.04209300834845237,55.036262301841255,5.784945594682693,0.720885612577956,0.5153460743377971,0.6450858914819428
2,60,35,20,5,Median,"[0, 372, 782, 1169, 1795, 2017]",212820.26536632312,30.579097058647186,-0.023506180162690418,45.125753632044656,6.890270691586025,0.036741736453762,32.69534912615459,5.6713236484340435,0.7362946671449971,0.5710318025880616,0.661445473542991
3,20,35,20,6,Mode,"[0, 201, 548, 995, 1275, 1795, 2017]",149476.8006678188,27.004880178049955,-0.03594069483935712,38.447428472896554,7.634421788925945,0.026155850348630844,22.753828732807996,6.5915051882911495,0.751459799578611,0.5640091504576933,0.6401848887269522
4,0,35,20,7,Mean,"[0, 147, 488, 735, 1020, 1259, 1788, 2017]",105983.03727214398,26.543283664353183,-0.036583218627469105,34.70311707349994,7.471133263473738,0.02974878878650355,16.54206940152977,6.270375709828845,0.7804079063467572,0.6207977269462793,0.6802126546299609
5,20,40,20,8,Mean,"[0, 224, 543, 793, 1003, 1197, 1482, 1826, 2017]",86129.49502660302,23.98826426286464,-0.03558020173850805,29.561387751369384,8.790722010306476,0.023685231716594115,13.468094509456629,7.411413835504132,0.7934559244181407,0.668499017208715,0.7132585001996551
6,60,35,20,9,Mean,"[0, 286, 514, 682, 851, 1047, 1214, 1469, 1803, 2017]",72634.33981530138,25.40357177158565,-0.02883804065853224,29.149244878128393,8.134727723543692,0.026377291876335585,11.176138118381179,6.871959099379681,0.8108326766356333,0.6989111141950121,0.739556469628505
7,60,35,15,10,Mode,"[0, 201, 287, 517, 742, 843, 1047, 1275, 1561, 1795, 2017]",61455.92207756492,23.472081296287953,-0.04271319396498514,25.758915641649484,8.776998815171742,0.01353726579355425,9.109330817894225,7.315842814322865,0.8163057828446134,0.6630443271849258,0.7092206101467297
8,20,35,20,11,Median,"[0, 55, 348, 532, 729, 843, 1043, 1174, 1386, 1746, 1915, 2017]",57569.00086954929,25.07085987759496,-0.048322813926048154,25.07124672466805,8.140355776544675,0.021518765892589723,9.326477829745826,6.754132314942775,0.7975389626633516,0.6395718345662565,0.688275422262443
9,60,35,10,12,Median,"[0, 287, 350, 507, 569, 742, 843, 968, 1071, 1171, 1512, 1795, 2017]",33288.89321348369,22.188281905063064,-0.03867684814535829,22.650835631467686,9.599458870584057,0.013349243786820876,5.141001510396145,7.791681157675351,0.7863268708760233,0.6414480584916938,0.6902714150476442
10,60,35,10,13,Median,"[0, 287, 350, 507, 569, 742, 843, 968, 1071, 1171, 1512, 1795, 1915, 2017]",30997.260305146203,21.795578978219073,-0.04556007666987593,21.143670769618932,9.669072515139685,0.012573939765591173,4.822083307536685,7.913055946002913,0.7834885945785622,0.6349988242212795,0.6859143553604607
11,40,50,10,14,Mode,"[0, 55, 201, 287, 348, 517, 548, 742, 843, 1047, 1174, 1275, 1561, 1795, 2017]",30899.660528878423,22.310963108010306,-0.04333357045646485,19.724028866258916,8.963914414868466,0.01254975461238463,4.878120753558321,7.5039585492607115,0.7948051112945005,0.6068415945357454,0.6647979408433853
12,60,35,10,15,Mode,"[0, 201, 287, 348, 517, 548, 742, 843, 968, 1047, 1174, 1275, 1561, 1795, 1915, 2017]",27057.028974125536,21.862770190027426,-0.047851366398511536,18.570418323832033,9.54106489279912,0.013402672827176937,4.279518642282224,7.840315213282982,0.7903597827149963,0.5933139999081222,0.6563600568624889
13,0,50,10,16,Mode,"[0, 55, 201, 287, 348, 517, 548, 742, 843, 994, 1047, 1174, 1275, 1561, 1795, 1995, 2017]",26045.101561165462,22.69923627972046,-0.049567038050496864,17.54354260498128,9.303327416275526,0.01795359112866776,4.255854043903853,7.597398313816763,0.7798597611638204,0.5741360636719633,0.6380938720952186
