,N_clusters,K_neighb,Len_min,St_edges,Silh,Cal-Har,Dav-Bold
0,2,20,0,[   0  678  840 1180],0.22046977177632002,283.5700461232413,1.7445640375600804
1,2,20,20,[   0  678  840 1180],0.22046977177632002,283.5700461232413,1.7445640375600804
2,2,20,40,[   0  678  840 1180],0.22046977177632002,283.5700461232413,1.7445640375600804
3,2,20,60,[   0  678  840 1180],0.22046977177632002,283.5700461232413,1.7445640375600804
4,2,21,0,[   0  708 1180],0.3637418196833953,491.71380475265823,1.1631268918398294
5,2,21,20,[   0  708 1180],0.3637418196833953,491.71380475265823,1.1631268918398294
6,2,21,40,[   0  708 1180],0.3637418196833953,491.71380475265823,1.1631268918398294
7,2,21,60,[   0  708 1180],0.3637418196833953,491.71380475265823,1.1631268918398294
8,2,22,0,[   0  708 1180],0.3718436641156281,485.57002793820624,1.1246531024537323
9,2,22,20,[   0  708 1180],0.3718436641156281,485.57002793820624,1.1246531024537323
10,2,22,40,[   0  708 1180],0.3718436641156281,485.57002793820624,1.1246531024537323
11,2,22,60,[   0  708 1180],0.3718436641156281,485.57002793820624,1.1246531024537323
12,2,23,0,[   0  613  858 1180],0.2206225823294956,283.00830334884836,1.7673299182462523
13,2,23,20,[   0  613  858 1180],0.2206225823294956,283.00830334884836,1.7673299182462523
14,2,23,40,[   0  613  858 1180],0.2206225823294956,283.00830334884836,1.7673299182462523
15,2,23,60,[   0  613  858 1180],0.2206225823294956,283.00830334884836,1.7673299182462523
16,2,24,0,[   0  708 1180],0.26473448059235805,295.20883230112753,1.6585627275355392
17,2,24,20,[   0  708 1180],0.26473448059235805,295.20883230112753,1.6585627275355392
18,2,24,40,[   0  708 1180],0.26473448059235805,295.20883230112753,1.6585627275355392
19,2,24,60,[   0  708 1180],0.26473448059235805,295.20883230112753,1.6585627275355392
20,2,25,0,[   0  684  840 1180],0.23171145432055096,295.0010757118888,1.7103895630143469
21,2,25,20,[   0  684  840 1180],0.23171145432055096,295.0010757118888,1.7103895630143469
22,2,25,40,[   0  684  840 1180],0.23171145432055096,295.0010757118888,1.7103895630143469
23,2,25,60,[   0  684  840 1180],0.23171145432055096,295.0010757118888,1.7103895630143469
24,2,26,0,[   0  816 1180],0.18178176760514195,351.89817401205016,1.30119829754861
25,2,26,20,[   0  816 1180],0.18178176760514195,351.89817401205016,1.30119829754861
26,2,26,40,[   0  816 1180],0.18178176760514195,351.89817401205016,1.30119829754861
27,2,26,60,[   0  816 1180],0.18178176760514195,351.89817401205016,1.30119829754861
28,2,27,0,[   0  843 1180],0.17715162900107273,335.41036460130266,1.5098758491085258
