,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 116.5)","(117.5, 223.5)","(224.5, 770.5)","(771.5, 937.5)","(938.5, 1005.5)","(1006.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",53.0,54.0,106.0,546.0,166.0,67.0,53.0,94.0,95.0,53.0
Number of epochs,52,51,96,485,155,62,48,89,91,51
