,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 168.5)","(169.5, 260.5)","(261.5, 496.5)","(497.5, 649.5)","(650.5, 1056.5)","(1058.5, 1349.5)","(1350.5, 1609.5)","(1615.5, 1859.5)","(1860.5, 2052.5)","(2053.5, 2143.5)"
"Time length, sec",163.0,91.0,235.0,152.0,406.0,291.0,259.0,244.0,192.0,90.0
Number of epochs,155,86,216,144,392,279,244,238,180,86
