,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 77.5)","(78.5, 132.5)","(133.5, 421.5)","(425.5, 509.5)","(510.5, 662.5)","(663.5, 804.5)","(805.5, 881.5)","(882.5, 1147.5)","(1148.5, 1389.5)"
"Time length, sec",72.0,54.0,288.0,84.0,152.0,141.0,76.0,265.0,241.0
Number of epochs,68,55,277,79,146,140,76,254,232
