,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 429.5)","(430.5, 596.5)","(599.5, 1204.5)","(1205.5, 1443.5)","(1444.5, 1734.5)","(1735.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",161.0,257.0,166.0,605.0,238.0,290.0,375.0,234.0
Number of epochs,143,222,143,517,198,251,329,214
