,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 126.5)","(127.5, 219.5)","(220.5, 366.5)","(367.5, 445.5)","(446.5, 643.5)","(644.5, 788.5)","(789.5, 957.5)","(958.5, 1070.5)","(1071.5, 1304.5)"
"Time length, sec",72.0,45.0,92.0,146.0,78.0,197.0,144.0,168.0,112.0,233.0
Number of epochs,67,46,82,132,66,176,131,158,101,221
