,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 225.5)","(226.5, 301.5)","(302.5, 407.5)","(408.5, 609.5)","(610.5, 973.5)","(974.5, 1400.5)","(1401.5, 1467.5)","(1475.5, 1614.5)","(1615.5, 1915.5)","(1916.5, 2020.5)"
"Time length, sec",220.0,75.0,105.0,201.0,363.0,426.0,66.0,139.0,300.0,104.0
Number of epochs,205,71,105,185,337,391,66,138,282,95
