Feature,IV,IVs
channel-0 landscape dim-1 max,0.7987206788197831,"[1.8797235424165957, 1.0309608163459407, 0.23870093446428425, 0.20214489090805443, 1.0689866860506851, 0.36775673471054793, 0.2341840191949534, 0.6102327652896797, 0.6145589548530659, 1.7399574439640249]"
channel-0 landscape dim-1 mean,1.1316339943988998,"[2.165779551509684, 1.2516451642694386, 0.3427711585965897, 0.3822908128121536, 1.7751951165457411, 0.8967367590024306, 0.5647553472363257, 0.7587868553496979, 0.842471104854187, 2.3359080738127496]"
channel-0 landscape dim-1 std,1.0992154672887025,"[2.229898832056213, 1.3375068658863876, 0.3389689465515641, 0.2899272464064564, 1.6507272977991712, 0.8051283511497886, 0.4473154796074464, 0.7793921611708025, 0.8511887443542062, 2.2621007479049875]"
channel-0 landscape dim-1 sum,1.1316339943988998,"[2.165779551509684, 1.2516451642694386, 0.3427711585965897, 0.3822908128121536, 1.7751951165457411, 0.8967367590024306, 0.5647553472363257, 0.7587868553496979, 0.842471104854187, 2.3359080738127496]"
channel-0 landscape dim-1 norm-1,1.1316339943988998,"[2.165779551509684, 1.2516451642694386, 0.3427711585965897, 0.3822908128121536, 1.7751951165457411, 0.8967367590024306, 0.5647553472363257, 0.7587868553496979, 0.842471104854187, 2.3359080738127496]"
channel-0 landscape dim-1 norm-2,1.1158669675229689,"[2.2461902510082687, 1.3390505292880581, 0.3389689465515641, 0.3114193746735462, 1.650455650902289, 0.8156254361114869, 0.45805478040483916, 0.8265079044166713, 0.8576714643820664, 2.314725337490898]"
channel-0 landscape dim-2 max,0.6244125142428507,"[0.9124115832156837, 0.31567702701103173, 0.30519077951881424, 0.456949257709249, 1.207589073952022, 0.31848299017837683, 0.162947100725916, 0.6009380679576057, 0.2780784790953131, 1.6858607830644947]"
channel-0 landscape dim-2 mean,0.9355911816565474,"[1.3150840908482553, 0.3317607695264669, 0.36412884355845454, 0.6427003525818047, 2.186029398800524, 0.6823220449255236, 0.33664851452480865, 0.7827162003492475, 0.4625301280406897, 2.2519914734096993]"
channel-0 landscape dim-2 std,0.8137764868965836,"[1.1725394258577828, 0.5109813624236448, 0.3333095642038416, 0.6571777812931612, 1.8128606500206228, 0.46696072412905626, 0.21806208228217713, 0.6839825168914353, 0.38757685298498146, 1.8943139088791328]"
channel-0 landscape dim-2 sum,0.9355911816565474,"[1.3150840908482553, 0.3317607695264669, 0.36412884355845454, 0.6427003525818047, 2.186029398800524, 0.6823220449255236, 0.33664851452480865, 0.7827162003492475, 0.4625301280406897, 2.2519914734096993]"
channel-0 landscape dim-2 norm-1,0.9355911816565474,"[1.3150840908482553, 0.3317607695264669, 0.36412884355845454, 0.6427003525818047, 2.186029398800524, 0.6823220449255236, 0.33664851452480865, 0.7827162003492475, 0.4625301280406897, 2.2519914734096993]"
channel-0 landscape dim-2 norm-2,0.8171209332576188,"[1.1725394258577828, 0.5109813624236448, 0.32051171861831645, 0.6622158615600539, 1.817231231738139, 0.4702349922687434, 0.2232596251211202, 0.680169038167015, 0.39316787394386743, 1.9208982028775057]"
channel-0 silhouette-1 dim-1 max,0.6763749826073823,"[1.4002439986846509, 0.933605476524374, 0.3515626283937372, 0.10773832682999379, 1.1922632222188578, 0.19458062173018095, 0.11694482410067916, 0.5323280647291507, 0.3093746768614076, 1.6251079860007902]"
channel-0 silhouette-1 dim-1 mean,1.1483320953407061,"[2.421506528531471, 1.3612596746011998, 0.23062507137056207, 0.27551502123145327, 1.844379325860984, 0.7876912106227572, 0.3765814472636757, 0.7965692719381924, 0.8922170693510088, 2.4969763326357555]"
channel-0 silhouette-1 dim-1 std,0.9495807366898369,"[2.064534667990782, 1.1518692184041077, 0.2802558041598539, 0.176564839104058, 1.5590534359787078, 0.34397439684737724, 0.24602394586916893, 0.7781455994598643, 0.6984785237189806, 2.196906935365467]"
channel-0 silhouette-1 dim-1 sum,1.1483320953407061,"[2.421506528531471, 1.3612596746011998, 0.23062507137056207, 0.27551502123145327, 1.844379325860984, 0.7876912106227572, 0.3765814472636757, 0.7965692719381924, 0.8922170693510088, 2.4969763326357555]"
channel-0 silhouette-1 dim-1 norm-1,1.1483320953407061,"[2.421506528531471, 1.3612596746011998, 0.23062507137056207, 0.27551502123145327, 1.844379325860984, 0.7876912106227572, 0.3765814472636757, 0.7965692719381924, 0.8922170693510088, 2.4969763326357555]"
channel-0 silhouette-1 dim-1 norm-2,0.9702822638525179,"[2.09830615823392, 1.1509093241172543, 0.24156114267485054, 0.16319610391225547, 1.5961645578838852, 0.43556559776721726, 0.24153987370850377, 0.78221138789676, 0.6979382961451394, 2.295430196185393]"
