Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
entropy,1868.6478873239437,0.748704591455688,0.1184041964853796,0.3305048047481378,0.12114541340754172,3404.3098591549297,2925.7464788732395,478.5633802816901
silhouette-2,1850.9859154929577,1.5750728861816694,0.28266013415536645,0.3847322291050638,0.14652154530461517,1923.305164319249,2729.392018779343,-806.086854460094
amplitude-silhouette-2-2,1862.9078014184397,1.6084385292233905,0.28929217100716415,0.42016019968498075,0.16310033113010836,1795.2978723404256,2578.304964539007,-783.0070921985815
silhouette-1,1850.9859154929577,1.4944614376439573,0.26663712219931307,0.44738509909293067,0.1758404279806138,2036.1971830985915,2491.424882629108,-455.2276995305164
amplitude-silhouette-1-2,1862.9078014184397,1.9746041977525741,0.3620743501041518,0.4913754503690448,0.19642604438079025,1244.0354609929077,2322.1418439716313,-1078.1063829787233
amplitude-bottleneck,1873.4326241134752,1.1127519935588215,0.19076533106714763,0.49715845935801267,0.19913224701914714,2735.531914893617,2313.2198581560283,422.31205673758865
amplitude-silhouette-2-1,1862.9078014184397,1.550208292370669,0.27771783760638824,0.4974579604010099,0.19927240078932043,1909.6666666666667,2302.8794326241136,-393.21276595744683
landscape,1850.962441314554,1.3935983202239222,0.24658871759100284,0.5004045582023187,0.2006512834366222,2228.1854460093896,2329.9859154929577,-101.80046948356808
amplitude-silhouette-1-1,1862.9078014184397,1.8346265940072113,0.3342512200267612,0.5729446544158846,0.23459696813714845,1424.0070921985816,2047.1560283687943,-623.1489361702128
amplitude-landscape-2-1,1862.9078014184397,1.3858283084806626,0.24504428446990995,0.5776405690444957,0.23679445677700514,2202.078014184397,2057.9858156028367,144.0921985815603
amplitude-landscape-1-1,1862.9078014184397,1.6643751855584825,0.3004106129840445,0.6034951730947017,0.24889331358802091,1704.8794326241134,1977.659574468085,-272.78014184397165
amplitude-landscape-2-2,1862.9078014184397,1.389740799742952,0.24582196425870925,0.6121538329190847,0.25294519870631843,2210.6879432624114,1960.3475177304965,250.3404255319149
amplitude-landscape-1-2,1862.9078014184397,1.5943565861780011,0.2864931251411768,0.6453376325479316,0.2684738078227153,1857.9290780141844,1874.822695035461,-16.893617021276597
life,1872.8946540880504,1.3374989989450214,0.23543794295682938,0.6743046118407406,0.2820291240840201,2387.1415094339623,1840.0031446540881,547.1383647798742
amplitude-wasserstein-1,1873.8085106382978,1.5208661127605145,0.27188553830847617,0.7579886975210526,0.3211897226389534,2117.659574468085,1613.6666666666667,503.9929078014184
amplitude-wasserstein-2,1873.8297872340424,1.4285854305319643,0.25354305096352936,0.786011878670058,0.33430338144620436,2225.567375886525,1545.645390070922,679.9219858156029
bd2,1872.9716981132076,1.6302874502609108,0.29363504698026216,0.849108898138386,0.3638301072187885,2024.748427672956,1453.6729559748428,571.0754716981132
