,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 762.5)","(763.5, 852.5)","(853.5, 1171.5)","(1172.5, 1333.5)","(1334.5, 1502.5)","(1503.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",427.0,324.0,89.0,318.0,161.0,168.0,541.0,300.0
Number of epochs,372,274,75,274,130,150,471,271
