,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 181.5)","(183.5, 473.5)","(474.5, 748.5)","(749.5, 1204.5)","(1205.5, 1443.5)","(1444.5, 1772.5)","(1774.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",171.0,290.0,274.0,455.0,238.0,328.0,336.0,234.0
Number of epochs,152,252,229,392,198,283,297,214
