,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 377.5)","(378.5, 753.5)","(755.5, 1039.5)","(1040.5, 1342.5)","(1343.5, 1424.5)","(1425.5, 1886.5)","(1887.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",367.0,375.0,284.0,302.0,81.0,461.0,160.0,297.0
Number of epochs,320,318,242,254,71,399,145,268
