,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 108.5)","(109.5, 214.5)","(215.5, 304.5)","(305.5, 700.5)","(702.5, 769.5)","(770.5, 944.5)","(945.5, 1059.5)","(1060.5, 1177.5)","(1178.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",100.0,105.0,89.0,395.0,67.0,174.0,114.0,117.0,60.0,65.0
Number of epochs,95,95,80,351,62,163,103,108,60,63
