,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 225.5)","(226.5, 340.5)","(341.5, 386.5)","(387.5, 536.5)","(537.5, 988.5)","(990.5, 1223.5)","(1224.5, 1435.5)","(1436.5, 1609.5)","(1610.5, 1946.5)","(1947.5, 2020.5)"
"Time length, sec",220.0,114.0,45.0,149.0,451.0,233.0,211.0,173.0,336.0,73.0
Number of epochs,205,110,45,136,420,221,191,166,312,69
