,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 407.5)","(409.5, 636.5)","(637.5, 762.5)","(763.5, 1170.5)","(1171.5, 1324.5)","(1325.5, 1502.5)","(1503.5, 2042.5)","(2043.5, 2345.5)"
"Time length, sec",397.0,227.0,125.0,407.0,153.0,177.0,539.0,302.0
Number of epochs,346,195,105,348,123,158,469,273
