,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 320.5)","(321.5, 402.5)","(403.5, 501.5)","(502.5, 658.5)","(659.5, 803.5)","(804.5, 1046.5)","(1047.5, 1214.5)","(1215.5, 1304.5)"
"Time length, sec",127.0,47.0,134.0,81.0,98.0,156.0,144.0,242.0,167.0,89.0
Number of epochs,122,42,122,72,86,139,132,223,156,86
