,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 86.5)","(87.5, 429.5)","(430.5, 622.5)","(624.5, 919.5)","(921.5, 1170.5)","(1171.5, 1379.5)","(1380.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",76.0,342.0,192.0,295.0,249.0,208.0,721.0,243.0
Number of epochs,66,299,165,246,218,173,628,222
