,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 232.5)","(233.5, 411.5)","(412.5, 607.5)","(608.5, 1108.5)","(1109.5, 1324.5)","(1325.5, 1505.5)","(1506.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",222.0,178.0,195.0,500.0,215.0,180.0,595.0,243.0
Number of epochs,197,151,168,425,176,160,518,222
