,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 210.5)","(211.5, 411.5)","(412.5, 562.5)","(563.5, 1087.5)","(1088.5, 1172.5)","(1173.5, 1380.5)","(1381.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",200.0,200.0,150.0,524.0,84.0,207.0,739.0,224.0
Number of epochs,178,170,134,439,75,172,644,205
