,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 213.5)","(214.5, 258.5)","(259.5, 323.5)","(324.5, 459.5)","(460.5, 765.5)","(772.5, 1127.5)","(1128.5, 1692.5)","(1693.5, 1907.5)","(1908.5, 2044.5)"
"Time length, sec",208.0,44.0,64.0,135.0,305.0,355.0,564.0,214.0,136.0
Number of epochs,201,42,64,124,289,341,525,194,131
