,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 72.5)","(73.5, 666.5)","(668.5, 854.5)","(855.5, 1110.5)","(1111.5, 1315.5)","(1316.5, 1777.5)","(1779.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",62.0,593.0,186.0,255.0,204.0,461.0,322.0,243.0
Number of epochs,54,513,156,220,166,401,285,222
