Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
std,1342.2663847780127,0.6710722879715697,0.260093785143881,0.301522506801371,0.12697049062004534,2583.771670190275,2706.1775898520086,-122.40591966173362
max,1342.3932346723045,0.6451759768560905,0.2502384386790147,0.3053938276963534,0.12920430124122054,2652.6490486257926,2697.014799154334,-44.36575052854123
norm-1,1342.4545454545455,0.7783747282033806,0.30092982238078275,0.34709543342895466,0.15326675752746644,2335.0232558139537,2377.5010570824525,-42.47780126849894
sum,1342.4545454545455,0.7783747282033806,0.30092982238078275,0.34709543342895466,0.15326675752746644,2335.035940803383,2377.3467230443975,-42.3107822410148
norm-2,1342.46088794926,0.7679851822437582,0.2969758779526311,0.37375035243158483,0.16864704833513663,2320.632135306554,2239.9767441860463,80.6553911205074
mean,1342.46088794926,0.8903803992033295,0.3435557658524962,0.430240008574546,0.20124243303761144,1962.723044397463,1840.399577167019,122.32346723044398
