Feature,IV,IVs
channel-0 landscape dim-1 max,0.28018363354920867,"[1.2243735431416223, 0.4350725705102867, 0.021741932140654292, 0.06851978102351762, 0.2073173550406109, 0.07557505504510362, 0.31884663055708246, 0.03740499439111139, 0.1328008400928885]"
channel-0 landscape dim-1 mean,0.3663444009404146,"[1.6243938200011887, 0.717142569261304, 0.07492698636980791, 0.08118658686590119, 0.18514231431052655, 0.12297916896935077, 0.15570260979633266, 0.04913696649526024, 0.2864885863940591]"
channel-0 landscape dim-1 std,0.3096337468860577,"[1.48686311841927, 0.5969140245977166, 0.05846173142493724, 0.08705685300565937, 0.1587488106277536, 0.11508924653949863, 0.10075218580677028, 0.05308426253929576, 0.12973348901361753]"
channel-0 landscape dim-1 sum,0.3663444009404146,"[1.6243938200011887, 0.717142569261304, 0.07492698636980791, 0.08118658686590119, 0.18514231431052655, 0.12297916896935077, 0.15570260979633266, 0.04913696649526024, 0.2864885863940591]"
channel-0 landscape dim-1 norm-1,0.3663444009404146,"[1.6243938200011887, 0.717142569261304, 0.07492698636980791, 0.08118658686590119, 0.18514231431052655, 0.12297916896935077, 0.15570260979633266, 0.04913696649526024, 0.2864885863940591]"
channel-0 landscape dim-1 norm-2,0.3124587419747582,"[1.4701000250685579, 0.6275712644916376, 0.05440854380098905, 0.08015795110031906, 0.17150645359609248, 0.11732030734581234, 0.10111713613383397, 0.04297672445085034, 0.1469702717847317]"
channel-0 landscape dim-2 max,0.23044208645522626,"[0.9023170820135258, 0.43144810098785197, 0.11484462645841248, 0.07968531621719852, 0.10292478000500282, 0.11548237941985154, 0.16807338749020562, 0.060978733517681655, 0.09822437198730613]"
channel-0 landscape dim-2 mean,0.26266431871950563,"[0.8944032185765405, 0.3955378584110815, 0.20830875581178365, 0.08567136455773926, 0.19066748448686305, 0.11403403598598395, 0.21993218566859013, 0.06045225815856407, 0.1949717068184046]"
channel-0 landscape dim-2 std,0.2630480774753677,"[1.0242652034935198, 0.38647741094122734, 0.15199688478192483, 0.05984843118921209, 0.23431560150999645, 0.12655777427218087, 0.16251147175020966, 0.08242353170701226, 0.13903638763302612]"
channel-0 landscape dim-2 sum,0.26266431871950563,"[0.8944032185765405, 0.3955378584110815, 0.20830875581178365, 0.08567136455773926, 0.19066748448686305, 0.11403403598598395, 0.21993218566859013, 0.06045225815856407, 0.1949717068184046]"
channel-0 landscape dim-2 norm-1,0.26266431871950563,"[0.8944032185765405, 0.3955378584110815, 0.20830875581178365, 0.08567136455773926, 0.19066748448686305, 0.11403403598598395, 0.21993218566859013, 0.06045225815856407, 0.1949717068184046]"
channel-0 landscape dim-2 norm-2,0.2720511253394349,"[0.990245691821305, 0.40581374844613993, 0.1662805397588889, 0.06236789029487615, 0.2493460651028728, 0.12175193402712284, 0.2121529406538689, 0.07941595503643589, 0.1610853629134035]"
channel-0 silhouette-1 dim-1 max,0.212021723666665,"[0.9251479263582798, 0.2996625278551832, 0.11508209771663586, 0.08464173818654469, 0.10203193533288009, 0.07516929044087871, 0.16434618866079118, 0.023757831319589726, 0.1183559771292017]"
channel-0 silhouette-1 dim-1 mean,0.33607488499963056,"[1.5541458338681076, 0.6724346084020721, 0.0407150555300057, 0.08993482205266476, 0.15481777559069815, 0.11270966126339636, 0.1800808187397387, 0.03192694272083912, 0.18790844682915192]"
channel-0 silhouette-1 dim-1 std,0.2988389481257674,"[1.3085531582195937, 0.5405053500817313, 0.0496065088934788, 0.07666424461936278, 0.10958257875687012, 0.14981119531284137, 0.15905973851915903, 0.04998344939575311, 0.24578430933311587]"
channel-0 silhouette-1 dim-1 sum,0.33607488499963056,"[1.5541458338681076, 0.6724346084020721, 0.0407150555300057, 0.08993482205266476, 0.15481777559069815, 0.11270966126339636, 0.1800808187397387, 0.03192694272083912, 0.18790844682915192]"
channel-0 silhouette-1 dim-1 norm-1,0.33607488499963056,"[1.5541458338681076, 0.6724346084020721, 0.0407150555300057, 0.08993482205266476, 0.15481777559069815, 0.11270966126339636, 0.1800808187397387, 0.03192694272083912, 0.18790844682915192]"
channel-0 silhouette-1 dim-1 norm-2,0.30632530691813514,"[1.2806402274015407, 0.5999725612389589, 0.054085231906353275, 0.06722958864922061, 0.09958225465535923, 0.17253721291845076, 0.12872540542502792, 0.05753014030789552, 0.29662513976040905]"
channel-0 silhouette-1 dim-2 max,0.15417876109923276,"[0.42554136845598417, 0.3239253993939559, 0.0735358553059052, 0.0628934283405043, 0.12386113603785466, 0.06314681400285624, 0.06238330853909048, 0.05541805358388472, 0.19690348623305895]"
channel-0 silhouette-1 dim-2 mean,0.2441182316967549,"[0.9959460863270113, 0.3334751695208191, 0.11035187723359957, 0.0715278279860981, 0.1814532245354928, 0.10651911273923131, 0.14157307430243365, 0.07300821503678485, 0.18320949758932306]"
channel-0 silhouette-1 dim-2 std,0.1726992501309089,"[0.520993629418409, 0.2749552010319168, 0.02864083216754833, 0.05799557007301238, 0.15093024335334412, 0.13434150372092024, 0.09276926888531684, 0.0445643281131715, 0.24910267441454076]"
channel-0 silhouette-1 dim-2 sum,0.2441182316967549,"[0.9959460863270113, 0.3334751695208191, 0.11035187723359957, 0.0715278279860981, 0.1814532245354928, 0.10651911273923131, 0.14157307430243365, 0.07300821503678485, 0.18320949758932306]"
channel-0 silhouette-1 dim-2 norm-1,0.2441182316967549,"[0.9959460863270113, 0.3334751695208191, 0.11035187723359957, 0.0715278279860981, 0.1814532245354928, 0.10651911273923131, 0.14157307430243365, 0.07300821503678485, 0.18320949758932306]"
channel-0 silhouette-1 dim-2 norm-2,0.17952091105385445,"[0.6178522345329651, 0.2904497493088189, 0.03093109665319869, 0.06885404750933807, 0.13371167599751851, 0.1383168839027396, 0.05722278391567183, 0.04777081430979472, 0.2305789133546445]"
channel-0 silhouette-2 dim-1 max,0.2211326698933259,"[0.8805752081272679, 0.5236950742679725, 0.034236260177680805, 0.05962906619175505, 0.08998875434434606, 0.08026543454413676, 0.10334399380491353, 0.018205392530500544, 0.20025484505135982]"
channel-0 silhouette-2 dim-1 mean,0.30378512028175647,"[1.4639150989956573, 0.6284191274612939, 0.059800748374524836, 0.05094757322323382, 0.13522001792934818, 0.14516331345282404, 0.12210830926324157, 0.03162041455908725, 0.09687147927659755]"
channel-0 silhouette-2 dim-1 std,0.22219471123967105,"[1.0550006705934516, 0.45106819792051467, 0.029086931794376825, 0.04133540163199346, 0.0733834812366094, 0.11894335650195115, 0.09070318576577552, 0.03200317673141549, 0.10822799898095128]"
channel-0 silhouette-2 dim-1 sum,0.30378512028175647,"[1.4639150989956573, 0.6284191274612939, 0.059800748374524836, 0.05094757322323382, 0.13522001792934818, 0.14516331345282404, 0.12210830926324157, 0.03162041455908725, 0.09687147927659755]"
channel-0 silhouette-2 dim-1 norm-1,0.30378512028175647,"[1.4639150989956573, 0.6284191274612939, 0.059800748374524836, 0.05094757322323382, 0.13522001792934818, 0.14516331345282404, 0.12210830926324157, 0.03162041455908725, 0.09687147927659755]"
channel-0 silhouette-2 dim-1 norm-2,0.2566809364433882,"[1.1598793478304121, 0.6007142561885485, 0.041088432720785585, 0.0502036963767361, 0.0797383900825937, 0.10885872089087541, 0.0906871664599086, 0.021916097142406384, 0.1570423202982271]"
channel-0 silhouette-2 dim-2 max,0.1601642384417012,"[0.5229273012594392, 0.22516001462528348, 0.03421493316248303, 0.029850696856649407, 0.0888003614561648, 0.09526332034796288, 0.3232148262391826, 0.037384282758149, 0.08466240926999656]"
channel-0 silhouette-2 dim-2 mean,0.2264603125563252,"[0.924809440719639, 0.26964937184981186, 0.09208260712763494, 0.0803160940511882, 0.1436298283840143, 0.09571469021146473, 0.1712543098572789, 0.0540874816364415, 0.20659898916945363]"
channel-0 silhouette-2 dim-2 std,0.18625854714485657,"[0.648768648032715, 0.1987321033111918, 0.032757133677847466, 0.044259779669821385, 0.07260277684907465, 0.08987720031850299, 0.3353024228719083, 0.03949162953388471, 0.21453523003876293]"
channel-0 silhouette-2 dim-2 sum,0.2264603125563252,"[0.924809440719639, 0.26964937184981186, 0.09208260712763494, 0.0803160940511882, 0.1436298283840143, 0.09571469021146473, 0.1712543098572789, 0.0540874816364415, 0.20659898916945363]"
channel-0 silhouette-2 dim-2 norm-1,0.2264603125563252,"[0.924809440719639, 0.26964937184981186, 0.09208260712763494, 0.0803160940511882, 0.1436298283840143, 0.09571469021146473, 0.1712543098572789, 0.0540874816364415, 0.20659898916945363]"
channel-0 silhouette-2 dim-2 norm-2,0.1917562114121253,"[0.6669691584638298, 0.1987321033111918, 0.0472505952667832, 0.057007923870474354, 0.07603228881996325, 0.0926792647103269, 0.33877148879436364, 0.04190574655115069, 0.20645733292104393]"
channel-0 entropy dim-1,0.18736453359753394,"[0.27655452670935726, 0.1307834250753833, 0.07425266502551249, 0.048511584851571615, 0.1747360711193903, 0.09900079802195996, 0.6546032029792537, 0.07471729209055249, 0.1531212365048245]"
channel-0 entropy dim-2,0.14026789807230625,"[0.12896074286686054, 0.23933022701763784, 0.02849599948475954, 0.05835530576612063, 0.07741279193040951, 0.06945792445559541, 0.3659800112804142, 0.07675680172166881, 0.21766127812728975]"
channel-0 amplitude-bottleneck dim-1,0.2800442697530123,"[1.2818667956411702, 0.4560872758798291, 0.04672290854481351, 0.1032451526994881, 0.15850846135417154, 0.07131159918812928, 0.21310738133731758, 0.06780707447765437, 0.12174177865453646]"
channel-0 amplitude-bottleneck dim-2,0.2626832298812086,"[0.8640076570140633, 0.4657828661772588, 0.147214763301549, 0.06681245010922875, 0.10074932624905214, 0.11154728640563802, 0.34899008876272836, 0.08009152305797093, 0.17895310785338878]"
channel-0 amplitude-bottleneck norm-1,0.2932227883512304,"[1.4645599889369583, 0.49769924496966833, 0.040321187979238574, 0.07842469146455772, 0.17108118083573026, 0.05101951338643903, 0.21006038853691752, 0.03068665622347407, 0.09515224282808984]"
channel-0 amplitude-bottleneck norm-2,0.2704021889584828,"[1.2843806815494776, 0.5031043381396811, 0.04754652322847288, 0.06691293483711877, 0.1498267612596691, 0.07668631500977616, 0.1636403450923578, 0.04492649451643385, 0.0965953069933579]"
channel-0 amplitude-wasserstein-1 dim-1,0.39551305135740233,"[1.6776575670545786, 0.38233177557951714, 0.19753291392224326, 0.11244408229692376, 0.33061377040123924, 0.18943393126416583, 0.32908704146793266, 0.11876948959022895, 0.2217468906397917]"
channel-0 amplitude-wasserstein-1 dim-2,0.22312201674336019,"[0.3820124294586191, 0.41343654654803985, 0.055708821191011164, 0.10478201519110769, 0.17015394969330253, 0.09940303421409447, 0.4332022265751546, 0.043096962395504215, 0.3063021654234079]"
channel-0 amplitude-wasserstein-1 norm-1,0.3840234130682253,"[1.661052534238139, 0.4580191301780151, 0.16548510763825355, 0.10228989071003419, 0.3051586183517431, 0.1337635731973107, 0.30924721333434513, 0.1090701469165429, 0.2121245030496445]"
channel-0 amplitude-wasserstein-1 norm-2,0.3914961383054289,"[1.6109840465618657, 0.37234310983538793, 0.1844511820407655, 0.10929809567191431, 0.32205491879987036, 0.23684476379540195, 0.32908704146793266, 0.13023717812539726, 0.2281649084503242]"
channel-0 amplitude-wasserstein-2 dim-1,0.4081754537541079,"[2.014465815673462, 0.6780338453770118, 0.08825619697157466, 0.10289410616906755, 0.2342588091845542, 0.11949815126487215, 0.25168301679100574, 0.0730235047509517, 0.11146563760447149]"
channel-0 amplitude-wasserstein-2 dim-2,0.22969657383536213,"[0.8164224728263374, 0.30790079883351135, 0.1086243941008989, 0.07560245673042755, 0.16225912101979068, 0.07633257765278412, 0.29666856575414857, 0.049944371870503906, 0.17351440572985655]"
channel-0 amplitude-wasserstein-2 norm-1,0.4163623634108846,"[1.9133520342646466, 0.6288312839086526, 0.11621952145966727, 0.1388531940594641, 0.31124529897816494, 0.1362501490196758, 0.2968917802728971, 0.09030715466830917, 0.11531085406648434]"
channel-0 amplitude-wasserstein-2 norm-2,0.4255390764112548,"[1.9888025003036096, 0.8326917974641339, 0.10719821141605461, 0.08685932912374003, 0.248307376374816, 0.12941721682999996, 0.26047629814395634, 0.07155621966259824, 0.10454273838238479]"
channel-0 amplitude-landscape-1-1 dim-1,0.3663444009404146,"[1.6243938200011887, 0.717142569261304, 0.07492698636980791, 0.08118658686590119, 0.18514231431052655, 0.12297916896935077, 0.15570260979633266, 0.04913696649526024, 0.2864885863940591]"
channel-0 amplitude-landscape-1-1 dim-2,0.26266431871950563,"[0.8944032185765405, 0.3955378584110815, 0.20830875581178365, 0.08567136455773926, 0.19066748448686305, 0.11403403598598395, 0.21993218566859013, 0.06045225815856407, 0.1949717068184046]"
channel-0 amplitude-landscape-1-1 norm-1,0.39273117065517815,"[1.7801528891354972, 0.764884292652763, 0.06768814032589714, 0.07674749733713693, 0.24141325524516422, 0.12377870709609554, 0.12583855019264167, 0.0661523019296704, 0.28792490198173704]"
channel-0 amplitude-landscape-1-1 norm-2,0.3890866134128416,"[1.7462273896289138, 0.7045779199674416, 0.07208237795343517, 0.07967767422646085, 0.2415751647134887, 0.12866092934260182, 0.16070178737852311, 0.049471862877381964, 0.3188044146273276]"
