,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 184.5)","(186.5, 344.5)","(345.5, 464.5)","(465.5, 553.5)","(554.5, 771.5)","(772.5, 843.5)","(844.5, 955.5)","(957.5, 1046.5)","(1047.5, 1214.5)","(1215.5, 1304.5)"
"Time length, sec",176.0,158.0,119.0,88.0,217.0,71.0,111.0,89.0,167.0,89.0
Number of epochs,164,142,105,74,200,66,106,81,156,86
