St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,35,10,Median,40,[   0  142  659 1046],3,517,142,348.6666666666667,5115.3729430752755,5.780146,0.028677462,38.559994005113566,5.357095057513131,0.06866108626127243,30.855953154464714,4.585995210192721
0,35,10,Mode,40,[   0  141  556 1046],3,490,141,348.6666666666667,5308.92405211322,6.0731115,0.053222265,45.90741470085412,3.9669950016106554,0.07130823284387589,32.47043537915225,3.5712201936405297
0,35,10,Median,40,[   0  142  515  682 1046],4,373,142,261.5,6759.942590240912,7.774859,0.027023908,46.36604701611255,4.140420884253209,0.08980482071638107,47.992608350002456,2.4356310798598737
0,35,10,Mode,40,[   0  141  556  659 1046],4,415,103,261.5,7789.087327563135,9.366952,0.038613643,49.058031932931534,4.05469365609137,0.12582987546920776,53.40290228464384,2.017998837305091
0,35,10,Median,40,[   0  142  252  515  682 1046],5,364,110,209.2,4309.780211382796,6.615181,0.019517515,42.369066402329835,4.768078497715271,0.07383166253566742,32.0987652187257,2.9684180393810817
0,35,10,Mode,40,[   0  141  252  556  659 1046],5,387,103,209.2,5157.303884839436,7.805814,0.03594393,45.14367521216184,4.797990454555405,0.11671074479818344,37.9220747721201,2.683297649808915
0,35,10,Median,40,[   0  142  252  515  681  795 1046],6,263,110,174.33333333333334,4788.176856770728,7.5536194,0.012407577,41.32532268814039,4.144362823766332,0.12100398540496826,38.38461809529285,2.6762392300843834
0,35,10,Mode,40,[   0  141  252  556  659  795 1046],6,304,103,174.33333333333334,4922.465211342959,7.896744,0.024292933,41.35024194174018,4.277407843296788,0.1320953518152237,37.3268570182734,2.6875165898912785
0,35,10,Median,40,[   0  142  252  447  556  681  795 1046],7,251,109,149.42857142857142,3736.3467437175163,7.0809345,-0.0141992625,36.69084174478033,4.343122364496801,0.11144652217626572,32.817323932364374,3.077830697402413
0,35,10,Mode,40,[   0  141  252  446  556  659  795 1046],7,251,103,149.42857142857142,3537.8194077661465,6.9652443,0.0048542726,35.70313294504724,4.337955907762264,0.10904292017221451,29.08406256693983,3.1763428142738483
0,35,10,Median,40,[   0  142  252  447  556  681  795 1046],7,251,109,149.42857142857142,3736.3467437175163,7.0809345,-0.0141992625,36.69084174478033,4.343122364496801,0.11144652217626572,32.817323932364374,3.077830697402413
