,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 125.5)","(126.5, 184.5)","(186.5, 344.5)","(345.5, 421.5)","(422.5, 680.5)","(681.5, 771.5)","(772.5, 909.5)","(910.5, 955.5)","(957.5, 1131.5)","(1132.5, 1304.5)"
"Time length, sec",117.0,58.0,158.0,76.0,258.0,90.0,137.0,45.0,174.0,172.0
Number of epochs,112,52,142,68,227,84,128,44,159,164
