,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 71.5)","(72.5, 219.5)","(220.5, 298.5)","(299.5, 767.5)","(768.5, 919.5)","(920.5, 1059.5)","(1060.5, 1102.5)","(1103.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",63.0,147.0,78.0,468.0,151.0,139.0,42.0,51.0,84.0,64.0
Number of epochs,60,135,69,417,141,127,42,47,80,62
