,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 116.5)","(117.5, 219.5)","(220.5, 274.5)","(275.5, 770.5)","(771.5, 927.5)","(928.5, 1036.5)","(1037.5, 1155.5)","(1156.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",53.0,54.0,102.0,54.0,495.0,156.0,108.0,118.0,82.0,65.0
Number of epochs,52,51,92,48,441,145,99,111,78,63
