,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 437.5)","(438.5, 593.5)","(596.5, 1088.5)","(1089.5, 1171.5)","(1172.5, 1840.5)","(1841.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",227.0,199.0,155.0,492.0,82.0,668.0,203.0,300.0
Number of epochs,201,171,135,415,73,566,185,271
