,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 343.5)","(345.5, 473.5)","(474.5, 924.5)","(925.5, 1204.5)","(1205.5, 1465.5)","(1468.5, 1768.5)","(1769.5, 1948.5)","(1949.5, 2345.5)"
"Time length, sec",333.0,128.0,450.0,279.0,260.0,300.0,179.0,396.0
Number of epochs,291,113,376,245,219,259,157,357
