,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 269.5)","(270.5, 1243.5)","(1244.5, 1322.5)","(1323.5, 1542.5)","(1543.5, 1710.5)","(1711.5, 2148.5)","(2149.5, 2254.5)","(2255.5, 2320.5)"
"Time length, sec",264.0,973.0,78.0,219.0,167.0,437.0,105.0,65.0
Number of epochs,251,924,69,212,159,415,99,60
