,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 102.5)","(103.5, 221.5)","(222.5, 274.5)","(275.5, 770.5)","(771.5, 946.5)","(947.5, 1059.5)","(1060.5, 1112.5)","(1113.5, 1156.5)","(1161.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",94.0,118.0,52.0,495.0,175.0,112.0,52.0,43.0,78.0,64.0
Number of epochs,89,108,46,441,164,101,50,41,78,62
