,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 125.5)","(126.5, 295.5)","(296.5, 445.5)","(446.5, 643.5)","(644.5, 711.5)","(712.5, 788.5)","(789.5, 974.5)","(975.5, 1091.5)","(1092.5, 1230.5)","(1231.5, 1304.5)"
"Time length, sec",117.0,169.0,149.0,197.0,67.0,76.0,185.0,116.0,138.0,73.0
Number of epochs,112,149,132,176,61,70,171,109,129,71
