,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 170.5)","(171.5, 464.5)","(465.5, 1172.5)","(1173.5, 1289.5)","(1292.5, 1560.5)","(1561.5, 1810.5)","(1811.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",160.0,293.0,707.0,116.0,268.0,249.0,299.0,234.0
Number of epochs,142,255,599,93,236,212,266,214
